Primary_Key,School Number,School Year,School Name,Official School Name,LEA Number,LEA Name,Name Prefix Description,Principal First Name,Principal Middle Name,Principal Last Name,Principal Name Suffix,Principal Email,Address Line1,Address Line2,City,State,Zip Code 5,Zip Code 4,Phone Office Area,Phone Office Exch,Phone Office Line,Phone Fax Area,Phone Fax Exch,Phone Fax Line ,Mailing Address Line1,Mailing Address Line2,Mailing City,Mailing State,Mailing Zip Code 5,Mailing Zip Code 4,URL School Address,Sch Operational Status,Sch Operational Status Desc,Opening Effective Date,Closing Date,School Type,School Type Desc,School Program Type,School Program Type Desc,Grade Level Current,Grade Level Approved,Grade Level First Year,Title I,School Calendar Type,School Calendar Description,Extended Hours,School Schedule Type,School Schedule Type Desc,School Designation Type,School Designation Desc,SBE Region,SBE Region Names,Accreditation Status,Accreditation Status Desc,Federal School Number,College Board Number,School Membership,School Year For Sch Membership,School Teacher Count,School Year For Teachers,Cooperative Innovative HS,Cooperative MMYYYY SBE Approve,First Yr Est ADM,First Yr Est Paid Teacher FTE,Newly Constructed Facility,Occupancy Date,What Facility Will Sch Occupy,Share Space,Share Space Describe,New Sch Population From,List Of Closing Schools,County Code,County Description,Opening In School Year,Locale Type,Locale Type Desc,School Closings?,School Systartstatus,Record Created Timestamp,Record Created By,Last Changed Timestamp,Last Changed By
1103522018,110352,2018,Enka High,Enka High,110,Buncombe County Schools,Mrs,Tonya,-,Robinson,-,tonya.robinson@bcsemail.org,475 Enka Lake Road,-,Candler,NC,28715,-,828,670,5000,828,670,5007,-,-,-,-,-,-,https://ehs.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,341215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:16AM,kimberly_matthews
1103562018,110356,2018,Fairview Elementary,Fairview Elementary,110,Buncombe County Schools,Dr,Angie,-,Jackson,-,angie.jackson@bcsemail.org,1355 Charlotte Hwy,-,Fairview,NC,28730,8798,828,628,2732,828,628,4950,-,-,-,-,-,-,https://fes.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:20AM,kimberly_matthews
1103662018,110366,2018,Glen Arden Elementary,Glen Arden Elementary,110,Buncombe County Schools,Ms,Kristina,-,Specht,-,kristina.specht@bcsemail.org,50 Pinehurst Circle,-,Arden,NC,28704,-,828,654,1800,828,654,1801,-,-,-,-,-,-,https://gaes.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04,KG:01:02:03:04,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:21AM,kimberly_matthews
1103682018,110368,2018,Haw Creek Elementary,Haw Creek Elementary,110,Buncombe County Schools,Mr,Jay,-,Dale,-,jay.dale@bcsemail.org,21 Trinity Chapel Road,-,Asheville,NC,28805,1936,828,298,4022,828,299,8117,-,-,-,-,-,-,https://hces.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:24AM,kimberly_matthews
1103702018,110370,2018,Hominy Valley Elementary,Hominy Valley Elementary,110,Buncombe County Schools,Ms,JoAnne,-,Walker,-,joanne.walker@bcsemail.org,450 Enka Lake Road,-,Candler,NC,28715,-,828,665,619,828,667,3770,-,-,-,-,-,-,https://hves.buncombeschools.org/,1,Open,30-Jun-00,-,R,Regular School,N,None,KG:01:02:03:04,KG:01:02:03:04,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:25AM,kimberly_matthews
1103722018,110372,2018,Johnston Elementary,Johnston Elementary,110,Buncombe County Schools,Ms,Danna,-,Grimes,-,danna.grimes@bcsemail.org,230 Johnston Boulevard,-,Asheville,NC,28806,1823,828,232,4291,828,252,7653,-,-,-,-,-,-,https://jes.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04,KG:01:02:03:04,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:28AM,kimberly_matthews
1103762018,110376,2018,Leicester Elementary,Leicester Elementary,110,Buncombe County Schools,Mr,Chad,-,Upton,-,christopher.upton@bcsemail.org,31 Gilbert Road,-,Leicester,NC,28748,9601,828,683,2341,828,683,9179,-,-,-,-,-,-,https://les.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04,KG:01:02:03:04,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:29AM,kimberly_matthews
1103792018,110379,2018,North Buncombe Elementary,North Buncombe Elementary,110,Buncombe County Schools,Ms,Deborah,-,Devane,-,deborah.devane@bcsemail.org,251 Flat Creek Church Rd,-,Weaverville,NC,28787,9528,828,645,6054,828,658,3059,-,-,-,-,-,-,https://nbes.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04,KG:01:02:03:04,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:32AM,kimberly_matthews
1103802018,110380,2018,North Buncombe High,North Buncombe High,110,Buncombe County Schools,Dr,Samantha,-,Sircey,-,samantha.sircey@bcsemail.org,890 Clarks Chapel Road,-,Weaverville,NC,28787,9343,828,645,4221,828,645,4367,-,-,-,-,-,-,https://nbhs.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,344220,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:32AM,kimberly_matthews
1103812018,110381,2018,North Buncombe Middle,North Buncombe Middle,110,Buncombe County Schools,Dr,Jamie,-,Johnson,-,jamie.johnson@bcsemail.org,51 N Buncombe School Road,-,Weaverville,NC,28787,9608,828,645,7944,828,645,2509,-,-,-,-,-,-,https://nbms.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,7:08,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,10-13-2017 12:40PM,stephen_earwood
1103822018,110382,2018,North Windy Ridge Intermediate,North Windy Ridge Intermediate School,110,Buncombe County Schools,Mr,Brent,-,Wise,-,brent.wise@bcsemail.org,20 Doan Road,-,Weaverville,NC,28787,-,828,658,1892,828,658,1983,-,-,-,-,-,-,https://nwris.buncombeschools.org/,1,Open,30-Jun-02,-,R,Regular School,N,None,5:06,5:06,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:34AM,kimberly_matthews
1103842018,110384,2018,Oakley Elementary,Oakley Elementary,110,Buncombe County Schools,Mr,Danny,-,Fusco,-,danny.fusco@bcsemail.org,753 Fairview Road,-,Asheville,NC,28803,1141,828,274,7515,828,274,1721,-,-,-,-,-,-,https://oes.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:35AM,kimberly_matthews
1103882018,110388,2018,Pisgah Elementary,Pisgah Elementary,110,Buncombe County Schools,Ms,Jeanann,-,Yates,-,jeanann.yates@bcsemail.org,1495 Pisgah Hwy,-,Candler,NC,28715,9114,828,670,5023,828,667,9357,-,-,-,-,-,-,https://pes.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04,KG:01:02:03:04,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:38AM,kimberly_matthews
1104012018,110401,2018,Enka Middle,Enka Middle,110,Buncombe County Schools,Mr,Leland,-,Blankenship,-,leland.blankenship@bcsemail.org,390 Asbury Road,-,Candler,NC,28715,9686,828,670,5010,828,670,5015,-,-,-,-,-,-,https://ems.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,7:08,7:08,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:17AM,kimberly_matthews
1104082018,110408,2018,Sand Hill-Venable Elem,Sand Hill-Venable Elementary,110,Buncombe County Schools,Ms,Amy,-,Dupree,-,amy.dupree@bcsemail.org,154 Sand Hill School Road,-,Asheville,NC,28806,1023,828,670,5028,828,670,5034,-,-,-,-,-,-,https://shves.buncombeschools.org/,1,Open,30-Jun-93,-,R,Regular School,N,None,KG:01:02:03:04,KG:01:02:03:04,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:40AM,kimberly_matthews
1104102018,110410,2018,Avery's Creek Elementary,Avery's Creek Elementary,110,Buncombe County Schools,Ms,Denise,-,Montgomery,-,denise.montgomery@bcsemail.org,15 Park South Boulevard,-,Arden,NC,28704,-,828,654,1810,828,654,9801,-,-,-,-,-,-,https://aces.buncombeschools.org/,1,Open,30-Dec-95,-,R,Regular School,N,None,KG:01:02:03:04,KG:01:02:03:04,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:05AM,kimberly_matthews
1104122018,110412,2018,Williams Elementary,W D Williams Elementary,110,Buncombe County Schools,-,Caroline,-,Lynch,-,caroline.lynch@bcsemail.org,161 Bee Tree Road,-,Swannanoa,NC,28778,2339,828,686,3856,828,686,3075,-,-,-,-,-,-,https://wdwes.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:46AM,kimberly_matthews
1104162018,110416,2018,Roberson High,T C Roberson High,110,Buncombe County Schools,Ms,Bonnie,-,Johnston,-,bonnie.johnston@bcsemail.org,250 Overlook Road,-,Asheville,NC,28803,3317,828,654,1765,828,654,1768,-,-,-,-,-,-,https://tcrhs.buncombeschools.org/,1,Open,30-Jun-91,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,343630,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:40AM,kimberly_matthews
1104202018,110420,2018,Valley Springs Middle,Valley Springs Middle,110,Buncombe County Schools,Mr,Edward,-,Burchfiel,-,edward.burchfiel@bcsemail.org,224 Long Shoals Road,-,Arden,NC,28704,9703,828,654,1785,828,654,1789,-,-,-,-,-,-,https://vsms.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,7:08,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:42AM,kimberly_matthews
1104222018,110422,2018,Estes Elementary,William W Estes Elementary,110,Buncombe County Schools,Ms,Paula,-,Pinkerton,-,paula.pinkerton@bcsemail.org,275 Overlook Road,-,Asheville,NC,28803,3316,828,654,1795,828,654,1798,-,-,-,-,-,-,https://wwees.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,07-03-2017 11:47AM,stephen_earwood
1104252018,110425,2018,Enka Intermediate,Enka Intermediate School,110,Buncombe County Schools,Ms,Carleene,-,Finger,-,carleene.finger@bcsemail.org,125 Asheville Commerce Parkway,-,Candler,NC,28715,-,828,255,1380,828,255,1383,-,-,-,-,-,-,https://eis.buncombeschools.org/,1,Open,1-Jul-16,-,R,Regular School,N,None,5:06,5:06,5:06,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,N,-,750,32,Y,15-Aug-16,-,N,-,School 110388 - Pisgah Elementary :School 110408 - Sand Hill-Venable Elem :School 110370 - Hominy Valley Elementary :School 110324 - Candler Elementary :School 110401 - Enka Middle ,-,11,Buncombe,2017,22,"Suburb, Midsize",N,-,09-11-2014 03:37PM,constance_jackson,05-19-2017 11:16AM,kimberly_matthews
1104282018,110428,2018,Weaverville Elementary,Weaverville Elementary,110,Buncombe County Schools,Ms,Heidi,-,Allison,-,heidi.allison@bcsemail.org,129 S Main Street,-,Weaverville,NC,28787,674,828,645,3127,828,645,5129,-,-,-,-,-,-,https://wves.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,2:03:04,2:03:04,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:42AM,kimberly_matthews
1104322018,110432,2018,Weaverville Primary,Weaverville Primary,110,Buncombe County Schools,Mr,Steve,-,Chandler,-,stephen.chandler@bcsemail.org,39 S Main Street,-,Weaverville,NC,28787,8463,828,645,4275,828,658,121,-,-,-,-,-,-,https://wvps.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01,KG:01,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:43AM,kimberly_matthews
1104362018,110436,2018,West Buncombe Elementary,West Buncombe Elementary,110,Buncombe County Schools,Mr,P. Brian,-,Chandler,-,philip.chandler@bcsemail.org,175 Erwin Hills Road,-,Asheville,NC,28806,2186,828,232,4282,828,232,1316,-,-,-,-,-,-,https://wbes.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04,KG:01:02:03:04,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,05-19-2017 11:45AM,kimberly_matthews
1104442018,110444,2018,Woodfin Elementary,Woodfin Elementary,110,Buncombe County Schools,Ms,April,-,Wright,-,april.wright@bcsemail.org,108 Elk Mountain Road,-,Asheville,NC,28804,2012,828,232,4287,828,232,4288,-,-,-,-,-,-,https://wes.buncombeschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,22,"Suburb, Midsize",-,1,04-23-2010 02:49PM,EDDIE,06-12-2017 09:34AM,kimberly_matthews
1104502018,110450,2018,Koontz Intermediate,Charles T. Koontz Intermediate School,110,Buncombe County Schools,Mr,Reginald,-,Bright,-,reginald.bright@bcsemail.org,305 Overlook Road,-,Asheville,NC,28803,-,828,684,1295,828,684,1290,-,-,-,-,-,-,https://ctkis.buncombeschools.org/,1,Open,1-Jul-11,-,R,Regular School,N,None,5:06,5:06,5:06,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,N,-,8,44,Y,1-Aug-11,-,N,-,Avery's Creek ES  Glen Arden ES  Estes ES,-,11,Buncombe,2012,22,"Suburb, Midsize",N,-,05-21-2010 02:26PM,constance_jackson,05-19-2017 11:29AM,kimberly_matthews
1104512018,110451,2018,Eblen Intermediate,Joe P. Eblen Intermediate School,110,Buncombe County Schools,Mr,Christopher,-,Cody,-,chip.cody@bcsemail.org,59 Lee's Creek Road,-,Asheville,NC,28806,-,828,255,5757,828,255,5759,-,-,-,-,-,-,https://jpeis.buncombeschools.org/,1,Open,1-Jul-11,-,R,Regular School,N,None,5:06,5:06,5:06,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,-,-,-,-,-,N,-,829,45,Y,1-Aug-11,-,N,-,Emma ES   Johnston ES   Leicester ES   West Buncombe ES  Woodfin ES ,-,11,Buncombe,2012,22,"Suburb, Midsize",N,-,05-21-2010 03:22PM,constance_jackson,05-19-2017 11:14AM,kimberly_matthews
1105002018,110500,2018,Nesbitt Discovery Academy,Martin L Nesbitt Jr Discovery Academy,110,Buncombe County Schools,Mr,Nathan,-,Allison,-,nathan.allison@bcsemail.org,175 Bingham Rd Ste 10,-,Asheville,NC,28806,-,828,271,4521,828,271,4525,-,-,-,-,-,-,https://mlnda.buncombeschools.org/,1,Open,1-Jul-14,-,R,Regular School,C,Cooperative Innovative High School,09:10:11:12,09:10:11:12,9,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70045E+11,340009,-,-,-,-,Y,12014,100,4,N,-,Former Career Education Center,N,-,School 110352 - Enka High :School 110340 - Erwin High :School 110380 - North Buncombe High :School 110336 - Owen High :School 110304 - Reynolds High :School 110416 - Roberson High ,-,11,Buncombe,2015,22,"Suburb, Midsize",N,-,08-06-2013 12:00AM,constance_jackson,08-30-2017 02:47PM,nicola_lefler
1113022018,111302,2018,Asheville High,Asheville High,111,Asheville City Schools,Dr,Jesse,-,Dingle,-,Jesse.dingle@acsgmail.net,419 McDowell Street,-,Asheville,NC,28803,2610,828,350,2500,828,255,5316,-,-,-,-,-,-,http://www.ashevillecityschools.net/pages/Asheville_High,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70027E+11,340140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,13,"City, Small",-,1,04-23-2010 02:49PM,EDDIE,07-06-2016 09:54AM,elaine_carter
1113042018,111304,2018,Hall Fletcher Elementary,Hall Fletcher Elementary,111,Asheville City Schools,Ms,Cynthia,-,Sellinger,-,cynthia.sellinger@acsgmail.net,60 Ridgelawn Road,-,Asheville,NC,28806,4454,828,350,6400,828,255,5179,-,-,-,-,-,-,http://www.ashevillecityschools.net/pages/HallFletcherElementary,1,Open,30-Jun-90,-,R,Regular School,M,Magnet,P3:PK:KG:01:02:03:04:05,P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,Q,Quarterly,P,Public,8,Western,SA,SACS,3.70027E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,13,"City, Small",-,1,04-23-2010 02:49PM,EDDIE,07-10-2017 04:02PM,holly_murray
1113062018,111306,2018,Isaac Dickson Elementary,Isaac Dickson Elementary,111,Asheville City Schools,Mr,Brad,-,Johnson,-,brad.johnson@acsgmail.net,125 Hill Street,-,Asheville,NC,28801,2545,828,350,6800,828,255,5589,-,-,-,-,-,-,http://www.ashevillecityschools.net/pages/Isaac_Dickson_Elementary,1,Open,30-Jun-90,-,R,Regular School,M,Magnet,P3:PK:KG:01:02:03:04:05,P3:PK:KG:01:02:03:05,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70027E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,13,"City, Small",-,1,04-23-2010 02:49PM,EDDIE,07-10-2017 04:02PM,holly_murray
1113072018,111307,2018,Asheville Primary,Asheville Primary School,111,Asheville City Schools,-,Dawn,-,Meskil,-,dawn.meskil@acsgmail.net,441 Haywood Rd,-,Asheville,NC,28806,-,828,350,2900,-,-,-,-,-,-,-,-,-,http://primary.ashevillecityschools.net/pages/Asheville_Primary_School,3,New,1-Jul-17,-,R,Regular School,M,Magnet,P3:PK:KG:01:02,P3:PK:KG:01:02,PK:KG:01:02,-,T,Traditional,-,S,Semester,P,Public,8,Western,-,-,3.70027E+11,-,-,-,-,-,N,-,100,5,N,24-Aug-17,Asheville City Preschool,N,-,School 111312 - Claxton Elementary :School 111304 - Hall Fletcher Elementary :School 111332 - Ira B Jones Elementary :School 111306 - Isaac Dickson Elementary :School 111360 - Vance Elementary ,-,11,Buncombe,2018,13,"City, Small",N,-,02-02-2017 01:50PM,elaine_carter,07-10-2017 04:03PM,holly_murray
1113122018,111312,2018,Claxton Elementary,Claxton Elementary,111,Asheville City Schools,Mr,Derek,-,Edwards,-,derek.edwards@acsgmail.net,241 Merrimon Avenue,-,Asheville,NC,28801,1217,828,350,6500,828,255,5239,-,-,-,-,-,-,http://www.ashevillecityschools.net/pages/Claxton,1,Open,30-Jun-90,-,R,Regular School,M,Magnet,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70027E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,13,"City, Small",-,1,04-23-2010 02:49PM,EDDIE,07-06-2016 09:56AM,elaine_carter
1113322018,111332,2018,Ira B Jones Elementary,Ira B Jones Elementary,111,Asheville City Schools,Ms,Sarah,-,Cain,-,sarah.cain@acsgmail.net,544 Kimberly Avenue,-,Asheville,NC,28804,2560,828,350,6700,828,251,4914,-,-,-,-,-,-,http://www.ashevillecityschools.net/pages/Ira_B_Jones_Elementary,1,Open,30-Jun-90,-,R,Regular School,M,Magnet,P3:PK:KG:01:02:03:04:05,P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70027E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,13,"City, Small",-,1,04-23-2010 02:49PM,EDDIE,07-10-2017 04:02PM,holly_murray
1113562018,111356,2018,Asheville Middle,Asheville Middle,111,Asheville City Schools,Ms,April, ,Dockery,-,april.dockery@acsgmail.net,211 S French Broad Avenue,-,Asheville,NC,28801,3954,828,350,6200,828,255,5311,-,-,-,-,-,-,http://www.ashevillesityschools.net/pages/Asheville_Middle,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70027E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,13,"City, Small",-,1,04-23-2010 02:49PM,EDDIE,08-22-2016 07:58AM,elaine_carter
1113602018,111360,2018,Vance Elementary,Vance Elementary,111,Asheville City Schools,Ms,Ruletta,-,Hughes,-,ruletta.hughes@acsgmail.net,98 Sulphur Springs Road,-,Asheville,NC,28806,2646,828,350,6600,828,251,4952,-,-,-,-,-,-,http://www.ashevillecityschools.net/pages/Vance_Elementary,1,Open,30-Jun-90,-,R,Regular School,M,Magnet,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70027E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,13,"City, Small",-,1,04-23-2010 02:49PM,EDDIE,07-06-2016 09:58AM,elaine_carter
1113692018,111369,2018,Montford North Star Academy,Montford North Star Academy,111,Asheville City Schools,-,Shannon,-,Baggett,-,shannon.baggett@acsgmail.net,90 Montford Ave,-,Asheville,NC,28801,-,828,350,6900,-,-,-,-,-,-,-,-,-,http://montford.ashevillecityschools.net/pages/Montford,3,New,1-Jul-17,-,R,Regular School,N,None,6,6:07:08,6,-,T,Traditional,-,S,Semester,P,Public,8,Western,-,-,3.70027E+11,-,-,-,-,-,N,-,100,7,N,24-Aug-17,"William Randolph School, 90 Montford Avenue",N,-,School 111312 - Claxton Elementary :School 111304 - Hall Fletcher Elementary :School 111332 - Ira B Jones Elementary :School 111306 - Isaac Dickson Elementary :School 111360 - Vance Elementary ,-,11,Buncombe,2018,13,"City, Small",N,-,02-02-2017 01:41PM,elaine_carter,08-02-2017 01:44PM,holly_murray
1117002018,111700,2018,School of Inquiry and Life Sciences,School of Inquiry and Life Sciences at Asheville,111,Asheville City Schools,Dr,David,-,Robinson,-,david.robinson@acsgmail.net,419 McDowell Street,-,Asheville,NC,28803,-,828,350,2700,828,255,5216,-,-,-,-,-,-,http://www.ashevillecityschools.net/pages/SILSA,1,Open,2-Jul-05,-,R,Regular School,C,Cooperative Innovative High School,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,8,Western,SA,SACS,3.70027E+11,340123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,Buncombe,-,13,"City, Small",-,1,04-23-2010 02:49PM,EDDIE,07-06-2016 09:58AM,elaine_carter
